Indicator Name,Indicator Code,Year,Value
Rural population (% of total population),SP.RUR.TOTL.ZS,1961,29.623
"Population, female",SP.POP.TOTL.FE.IN,1961,93588412.0
Population growth (annual %),SP.POP.GROW,1961,1.65773003738953
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1961,1.05
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1961,1.85026504817315
"Population ages 65 and above, total",SP.POP.65UP.TO,1961,16407739.0
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1961,9100846.0
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1961,4.13473374439673
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,1961,5.40494242108568
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,1961,6.52938929729728
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,1961,6.4221076964983
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,1961,6.20109324372209
"Population ages 15-64, male",SP.POP.1564.MA.IN,1961,53672805.0
"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,1961,7.49672397902519
"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,1961,10.2504391003841
"Population ages 0-14, male",SP.POP.0014.MA.IN,1961,29122890.0
"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,1961,11.0203142582979
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1961,3.62
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,1961,28.6
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1961,126.608
Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN,1961,-1737821117.41542
GDP per capita (current LCU),NY.GDP.PCAP.CN,1961,3059.16082086127
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1961,16.0090594399595
Military expenditure (current LCU),MS.MIL.XPND.CN,1961,49879770605.0578
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,238000000.0
Cereal yield (kg per hectare),AG.YLD.CREL.KG,1961,2522.3
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,1961,36.93
Land area (sq. km),AG.LND.TOTL.K2,1961,9158960.0
Arable land (% of land area),AG.LND.ARBL.ZS,1961,19.7216714561479
Agricultural land (sq. km),AG.LND.AGRI.K2,1961,4475090.0
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1961,19983000000.0
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1961,3.02757343742181
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1961,27.1030375819447
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1961,2.41459271442824
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1961,3.8423167147518
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1961,1.86723110523903
Urban population growth (annual %),SP.URB.GROW,1961,2.20057087771013
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,1961,50.9488279396501
Age dependency ratio (% of working-age population),SP.POP.DPND,1961,67.6083747305395
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1961,1.50098978938582
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1961,8.93224971447274
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,1961,9.7243299931466
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1961,3.87037956926758
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,1961,5.37961346018902
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,1961,6.50153346121653
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,1961,6.50564329027048
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,1961,6.1383896770916
"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1961,59.5685495014993
"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1961,7.80121495724231
"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1961,10.7672871406732
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1961,32.3219244763969
"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,1961,11.7567448736174
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1961,78.842304
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1961,73.6
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1961,226.703
Number of under-five deaths,SH.DTH.MORT,1961,128281.0
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1961,1.0
GDP per capita (constant LCU),NY.GDP.PCAP.KN,1961,19108.9353645939
GDP per capita (current US$),NY.GDP.PCAP.CD,1961,3059.16082086127
GDP (constant LCU),NY.GDP.MKTP.KN,1961,3510139446057.61
GDP (current LCU),NY.GDP.MKTP.CN,1961,561940310344.828
Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,1961,75.2617833341423
"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,1961,2.12416666666667
Broad money growth (annual %),FM.LBL.BMNY.ZG,1961,8.19460579513792
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,1961,5.48677503302793
Aquaculture production (metric tons),ER.FSH.AQUA.MT,1961,102547.0
Population in largest city,EN.URB.LCTY,1961,14360388.0
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,1961,0.572474
Net migration,SM.POP.NETM,1961,580333.0
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,1961,13.3
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,1961,59.3
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,1961,45.9589867310012
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,1961,77.6
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1961,6309000000.0
Military expenditure (current USD),MS.MIL.XPND.CD,1961,49879770605.0578
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1961,26.3865
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,1961,24.5720047944716
Lending interest rate (%),FR.INR.LEND,1961,4.5
Consumer price index (2010 = 100),FP.CPI.TOTL,1961,13.7082837473334
Broad money (current LCU),FM.LBL.BMNY.CN,1961,352973000000.0
Net domestic credit (current LCU),FM.AST.DOMS.CN,1961,359059000000.0
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,1961,40.8214174667833
"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,1961,21410861203.0
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,1961,206000000.0
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1961,29.5
Fixed telephone subscriptions,IT.MLT.MAIN,1961,49269000.0
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,1961,3026100000.0
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1962,2.41016439551913
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1962,1.33359196935163
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1962,20973000000.0
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1962,6.24338648004558
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1962,6.37011470671647
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1962,15.2739143289868
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1962,67.6636878722236
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,1962,39.6697585070122
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,1962,23.5529412252051
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1962,6.42005792108249
Urban population (% of total population),SP.URB.TOTL.IN.ZS,1962,70.757
Rural population growth (annual %),SP.RUR.TOTL.ZG,1962,0.246910823324667
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,1962,49.0068013225404
"Population, total",SP.POP.TOTL,1962,186538000.0
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1962,52.4155313900201
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1962,1.17633079912833
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1962,2.31599578845878
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1962,8.13745860411824
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1962,3.1267891616382
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1962,4.62200278833692
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,1962,5.93708109009052
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,1962,6.6268812250367
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,1962,5.9561204937387
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,1962,59.6983753143288
"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,1962,59.7772882848745
"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,1962,9.77611879704889
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,1962,31.2912203205933
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,1962,30.3733664646434
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1962,66.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1962,25.0
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1962,9.5
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1962,80.034
Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,1962,500000.0
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1962,5.5
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,1962,6.2
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,1962,55.8
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,1962,43.3
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,1962,62.1
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1962,9.33167294545842
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1962,1.19877334820186
Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,1962,63.6981269304243
Net foreign assets (current LCU),FM.AST.NFRG.CN,1962,14111399998.9356
Total reserves minus gold (current US$),FI.RES.XGLD.CD,1962,1163400000.0
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,1962,2818.0
Total fisheries production (metric tons),ER.FSH.PROD.MT,1962,3007924.0
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1962,72774562.0
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,1962,0.0462116952488052
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1962,4.73788856020562
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1962,3.71465981281218
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1962,3.64191843266573
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1962,3.65058198121006
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,1962,0.573231881347035
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1962,17781000000.0
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1962,10.2596413782073
Urban population,SP.URB.TOTL,1962,131988693.0
Rural population,SP.RUR.TOTL,1962,54549307.0
"Population, male",SP.POP.TOTL.MA.IN,1962,91416307.0
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1962,15.0932153425972
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1962,1.69514102831112
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1962,2.74719199801543
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1962,7438964.0
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1962,3.51749821311507
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1962,4.75051642606378
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,1962,5.95688647176569
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,1962,6.70879044884148
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,1962,5.88676377860877
"Population ages 15-64, total",SP.POP.1564.TO,1962,111360155.0
"Population ages 15-64, female",SP.POP.1564.FE.IN,1962,56861169.0
"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,1962,9.22697215039934
"Population ages 0-14, total",SP.POP.0014.TO,1962,58370017.0
"Population ages 0-14, female",SP.POP.0014.FE.IN,1962,28891660.0
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1962,64.250702
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1962,70.119512195122
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,1962,21.6
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1962,22.4
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,1962,5.2
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,1962,32.4
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1962,106.515365444874
Real interest rate (%),FR.INR.RINR,1962,3.21534597587207
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,1962,22.2870774996956
Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,1962,42.4607794228377
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,1962,0.165168440645602
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1962,17252463900.0
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1962,15106.8415014635
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1962,39.0132637853949
Population density (people per sq. km of land area),EN.POP.DNST,1962,20.3667228593639
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1962,2897963.0
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1962,11.0314517623112
Surface area (sq. km),AG.SRF.TOTL.K2,1962,9629090.0
Cereal production (metric tons),AG.PRD.CREL.MT,1962,162455780.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1962,715.0
Arable land (hectares per person),AG.LND.ARBL.HA.PC,1962,0.949377606707481
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1962,46.7255366893475
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,1962,11.3
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,1962,11.5
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1962,82.0
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1962,37.9
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,1962,55.5
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,1962,35.6
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,1962,25.2
Number of infant deaths,SH.DTH.IMRT,1962,107432.0
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1962,1.0
GNI per capita (current LCU),NY.GNP.PCAP.CN,1962,3241.85765852799
GNI (current LCU),NY.GNP.MKTP.CN,1962,604729643906.495
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1962,4.48066935423364
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,6.10000000000016
GDP (current US$),NY.GDP.MKTP.CD,1962,603639413793.103
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1962,1.24463471200129
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,1962,41.26
Land under cereal production (hectares),AG.LND.CREL.HA,1962,60548008.0
Agricultural land (% of land area),AG.LND.AGRI.ZS,1962,48.4761370286583
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,1962,70.0
